Fan_inlet_temperature_R,Fan_inlet_Pressure_psia,bypass_duct_pressure_psia,HPC_outlet_pressure_psia,Ratio_of_fuel_flow_to_Ps30_pps_psia,Corrected_core_speed_rpm,High_pressure_turbines_Cool_air_flow,Low_pressure_turbines_Cool_air_flow
0.068836145,0.068836145,0.068832956,-0.0021735681,0.062112126,-0.05936849,0.031600494,0.013663255
0.068836145,0.068836145,0.068832956,-0.030683411,0.027571024,0.0073911548,-0.0457808,0.029531538
0.068836145,0.068836145,0.068832956,0.019297577,0.014888119,-0.019775396,0.027428465,-0.016936444
0.068836145,0.068836145,0.068832956,-0.0024825109,0.008410235,0.048244193,-0.028734693,-0.05048688
0.068836145,0.068836145,0.068832956,-0.002266268,0.024778925,0.039992288,0.0553968,-0.07443091
0.068836145,0.068836145,0.068832956,-0.027576365,0.030693684,0.023036115,0.0026648236,0.023743253
0.068836145,0.068836145,0.068832956,0.016819514,0.032774825,0.051711764,0.023137145,-0.012272852
0.068836145,0.068836145,0.068832956,0.00071360474,0.07372923,0.04907798,-0.04071814,0.07772174
0.068836145,0.068836145,0.068832956,0.012274357,0.077282175,0.011724201,0.044494066,0.033484947
0.068836145,0.068836145,0.068832956,-0.006227635,0.012510453,0.062507495,-0.030513491,0.03662796
0.068836145,0.068836145,0.068832956,-0.008806888,0.030504491,-0.010739477,-0.023200653,-0.023328403
0.068836145,0.068836145,0.068832956,0.007094116,0.0059401,-0.011172416,-0.035889015,-0.038773634
0.068836145,0.068836145,0.068832956,-0.004138554,-0.009667013,-0.024232268,-0.01991298,-0.09729645
0.068836145,0.068836145,0.068832956,-0.01188561,-0.015391439,0.033772483,0.024159644,-0.0020905936
0.068836145,0.068836145,0.068832956,0.03528102,0.0017482183,0.006078292,0.030795647,-0.037728526
0.068836145,0.068836145,0.068832956,-0.01173811,-0.009575371,0.03793559,0.031016313,0.0907486
0.068836145,0.068836145,0.068832956,-0.018516224,0.059888832,-0.028234554,0.0385069,0.011091265
0.068836145,0.068836145,0.068832956,0.012592518,0.029152857,-0.011075207,0.018612258,0.03150935
0.068836145,0.068836145,0.068832956,0.056845147,0.045521818,-0.014142942,0.011582075,-0.004245368
0.068836145,0.068836145,0.068832956,0.0039615165,0.022664692,-0.055775814,0.019721195,0.016151896
0.068836145,0.068836145,0.068832956,0.014382296,0.07156284,0.03960865,0.024724577,0.018558161
0.068836145,0.068836145,0.068832956,-0.012410136,0.053069964,0.014927687,0.043369092,-0.0074157324
0.068836145,0.068836145,0.068832956,-0.0023518929,0.01993939,0.00743744,-0.016614102,-0.02605223
0.068836145,0.068836145,0.068832956,-0.0073351255,-0.005872312,0.0020332357,0.02066333,0.028128544
0.068836145,0.068836145,0.068832956,0.015859142,0.03568393,0.03730387,-0.020801134,-0.00375152
0.068836145,0.068836145,0.068832956,0.016378803,0.008502248,-0.024645276,-0.0046616117,-0.03519943
0.068836145,0.068836145,0.068832956,0.013157768,0.030624412,0.03170737,-0.0268243,0.038219575
0.068836145,0.068836145,0.068832956,-0.025282873,0.020825246,-0.039787512,0.00034550784,0.019309858
0.068836145,0.068836145,0.068832956,0.020607905,0.039794248,0.055609286,-0.0154824685,0.07576789
0.068836145,0.068836145,0.068832956,0.02482605,0.040353753,-0.030639848,0.084884636,0.03080572
0.068836145,0.068836145,0.068832956,0.048443064,0.056780413,0.020301446,-0.0017485896,0.036025394
0.068836145,0.068836145,0.068832956,0.027064728,0.06801348,0.020107912,0.0034420874,0.027147135
0.068836145,0.068836145,0.068832956,0.034660313,0.047734123,0.0656227,-0.031284444,0.020127522
0.068836145,0.068836145,0.068832956,0.038071327,0.013780986,0.020513806,-0.017595073,-0.062373027
0.068836145,0.068836145,0.068832956,0.005274129,0.03546742,0.09906964,-0.015502889,0.045610927
0.068836145,0.068836145,0.068832956,-0.012012412,0.015940765,0.06396374,0.01368681,-0.0007159437
0.068836145,0.068836145,0.068832956,0.008564362,0.016993433,0.0729212,-0.031964645,0.04947662
0.068836145,0.068836145,0.068832956,-0.008035185,0.013983233,0.024108304,0.0232741,0.0046507875
0.068836145,0.068836145,0.068832956,0.059944272,0.015749492,0.091131695,0.06933408,0.080119915
0.068836145,0.068836145,0.068832956,0.038662173,0.036089133,0.10436937,0.08278761,-0.01293121
0.068836145,0.068836145,0.068832956,0.015759915,0.0171248,0.022641031,0.005388861,0.05797044
0.068836145,0.068836145,0.068832956,0.026023835,0.029966904,0.00763896,0.055671975,0.000935112
0.068836145,0.068836145,0.068832956,0.022780068,0.06011086,0.04516773,0.05709958,0.11086246
0.068836145,0.068836145,0.068832956,0.030660553,0.04944302,0.03797153,0.065229096,0.0040540914
0.068836145,0.068836145,0.068832956,0.06637739,0.05180119,0.05931906,0.0010700193,0.077234976
0.068836145,0.068836145,0.068832956,0.076106876,0.07269338,0.06151831,0.06252109,0.0031599766
0.068836145,0.068836145,0.068832956,0.02706548,0.028095411,0.07524744,0.056959108,0.09899256
0.068836145,0.068836145,0.059282117,0.024803612,0.014395341,0.033481523,0.059311464,-0.042543232
0.068836145,0.068836145,0.061305676,-0.015739243,-0.029633356,0.020711431,-0.009291399,0.016524365
0.068836145,0.068836145,0.051726297,-0.023554064,-0.029421829,-0.051224034,-0.011518212,-0.050775103
0.068836145,0.068836145,0.05877626,-0.050293807,-0.03717343,-0.044376656,-0.023026895,0.010022606
0.068836145,0.068836145,0.059050877,-0.053043187,-0.039935417,-0.0643111,-0.02820564,-0.06615406
0.068836145,0.068836145,0.060096297,-0.022463782,-0.008538674,-0.0029005962,-0.010461554,0.0076988735
0.068836145,0.068836145,0.062205654,0.033167955,0.030442927,0.01490494,0.017670766,-0.006690021
0.068836145,0.068836145,0.05417696,0.061167028,0.048766974,0.07513989,0.06563937,0.08904714
0.068836145,0.068836145,0.05523575,0.04783941,0.027736994,0.038571335,0.061838787,-0.005118985
0.068836145,0.068836145,0.042100772,0.021722207,0.027753878,0.024944486,0.0333211,0.036696687
0.068836145,0.068836145,0.04959351,0.037544545,0.047021255,0.0074873376,0.034073967,0.022792818
0.068836145,0.068836145,0.045872048,0.011811597,0.03255157,0.010794435,0.020990942,0.048812516
0.068836145,0.068836145,0.050039604,0.01908087,0.046133593,-0.0020289952,0.023292802,0.011955787
0.068836145,0.068836145,0.05003931,0.0538784,0.04832197,0.054901794,0.045052096,0.06882518
0.068836145,0.068836145,0.04962115,0.087215014,0.08555828,0.055022772,0.07669217,0.05714883
0.068836145,0.068836145,0.045833264,0.1275671,0.08840089,0.1293177,0.10892508,0.12352116
0.068836145,0.068836145,0.027544769,0.09502338,0.079591975,0.068391815,0.09235369,0.040750347
0.068836145,0.068836145,0.02711181,0.06658109,0.055682328,0.08822531,0.028795345,0.061783597
0.068836145,0.068836145,0.042094063,0.052399006,0.060366843,0.01246047,0.00900014,0.029034032
0.068836145,0.068836145,0.039281648,0.025484754,0.0030222354,0.021980226,-0.011332942,0.015501782
0.068836145,0.068836145,0.061041847,-0.010616894,0.010710925,-0.04479852,-0.035051983,-0.027164258
0.068836145,0.068836145,0.055464756,0.010890584,-0.0073442245,0.0062069506,-0.04855152,0.016881483
0.068836145,0.068836145,0.050628517,-0.009193021,-0.01050194,-0.03764028,-0.055519775,-0.032451794
0.068836145,0.068836145,0.048424754,0.0494318,-0.0065314528,-0.020490792,0.008978052,0.013912433
0.068836145,0.068836145,0.05551999,0.0014678075,0.004985893,-0.011008707,0.045607034,-0.002917702
0.068836145,0.068836145,0.05235137,0.061516423,0.0029562453,0.022595648,0.0500052,0.014751505
0.068836145,0.068836145,0.068093024,0.010647533,0.0060244584,-0.002209485,-0.0018686147,-0.020584468
0.068836145,0.068836145,0.047628835,0.032699104,-0.028581666,-0.030365739,0.021235202,-0.076211125
0.068836145,0.068836145,0.06819612,-0.006781261,0.0032087525,-0.04357567,0.0059487745,-0.044311456
0.068836145,0.068836145,0.06735905,-0.0071337256,-0.012114972,0.0083692605,-0.022302601,0.015182818
0.068836145,0.068836145,0.061613247,-0.022991605,0.00075673003,-0.01338378,-0.01815281,0.04523364
0.068836145,0.068836145,0.052269116,0.015948353,-0.01570877,-0.045732036,0.0123743955,0.0024153807
0.068836145,0.068836145,0.05100064,-0.012651265,-0.0016951462,0.0011505038,-0.015002672,-0.0029229512
0.068836145,0.068836145,0.068832956,0.016885886,-0.0038041717,0.01813808,-0.0054448675,0.040432043
0.068836145,0.068836145,0.068832956,0.013318282,0.0055549103,0.04423227,-0.048287492,-0.032459088
0.068836145,0.068836145,0.068832956,0.006890661,-0.031260747,-0.032656666,0.020082822,-0.0494145
0.068836145,0.068836145,0.068832956,-0.02959176,-0.0013382141,-0.02797395,-0.011328617,-0.07118425
0.068836145,0.068836145,0.068832956,-0.054589987,-0.009584829,-0.085890375,0.002995114,0.022262663
0.068836145,0.068836145,0.068832956,-0.027442502,0.0028904756,-0.02074742,-0.07307906,-0.011052095
0.068836145,0.068836145,0.068832956,-0.001695933,-0.0141227655,-0.032449637,-0.00052295876,0.0358429
0.068836145,0.068836145,0.068832956,-0.01580068,0.010341272,0.035912532,-0.052403778,-0.014134569
0.068836145,0.068836145,0.068832956,0.024830312,0.008556248,0.012199027,0.009239238,0.02276087
0.068836145,0.068836145,0.068832956,0.005458072,-0.008747246,0.022251764,-0.011038128,-0.0068605808
0.068836145,0.068836145,0.068832956,0.025940359,-0.00042535417,-0.06520957,0.043856,-0.04326996
0.068836145,0.068836145,0.068832956,-0.016003452,-0.018802838,-0.029792123,-0.0033505529,-0.059665017
0.068836145,0.068836145,0.068832956,-0.03109074,-0.0142119415,-0.048728816,-0.0039180303,-0.067513436
0.068836145,0.068836145,0.068832956,-0.035049386,0.018213518,-0.019705126,-0.020082038,-0.014844636
0.068836145,0.068836145,0.068832956,-0.024601929,-0.009946054,-0.0262168,-0.03995775,-0.010271897
0.068836145,0.068836145,0.068832956,-0.025368588,0.011740851,0.009537257,-0.03579878,0.025210615
0.068836145,0.068836145,0.068832956,-0.005641984,-0.0057817404,0.014410928,-0.033531442,0.0046855086
0.068836145,0.068836145,0.068832956,-0.001420149,-0.0014882776,0.005556877,-0.022726968,0.028246267
0.068836145,0.068836145,0.059282117,0.013326093,0.008722594,-0.03314616,-0.017474378,-0.009604524
0.068836145,0.068836145,0.061305676,0.0043353965,-0.0050382633,-0.026277477,0.008395331,-0.023187706
0.068836145,0.068836145,0.0545444,-0.029741237,-0.009137831,-0.050039046,-0.019385913,0.009228039
0.068836145,0.068836145,0.058032718,0.00740796,-0.0015450476,-0.009100714,0.009241599,-0.008562184
0.068836145,0.068836145,0.07097868,-0.015264058,-0.011857519,-0.031938035,-0.048627075,-0.010702632
0.068836145,0.068836145,0.05661122,-0.0037888272,-0.0072556725,-0.027457187,-0.011904578,-0.013918006
0.068836145,0.068836145,0.0625346,-0.012765798,-0.0010974035,-0.0046998127,-0.043146893,0.028057622
0.068836145,0.068836145,0.054599207,-0.0027097655,-0.012275613,0.0019927383,0.00835072,0.003046509
0.068836145,0.068836145,0.05024522,0.024649467,0.020680368,-0.014093035,-0.051073186,-0.0026972129
0.068836145,0.068836145,0.05841438,0.025791869,-0.009121444,0.013569612,0.046956256,0.019723568
0.068836145,0.068836145,0.04011847,-0.014761271,0.024238667,-0.004430293,0.014092462,-0.006018054
0.068836145,0.068836145,0.05326646,-0.0008462204,0.00929448,-0.0089513445,0.08141708,-0.0065636653
0.068836145,0.068836145,0.06543693,-0.008452596,0.01785094,-0.061948273,-0.06538108,-0.017153198
0.068836145,0.068836145,0.050783496,-0.011087,-0.017760893,-0.009856851,0.029802717,0.030038932
0.068836145,0.068836145,0.061788056,-0.0072523514,0.025005218,-0.006869317,-0.06562431,0.014139182
0.068836145,0.068836145,0.053054955,-0.017032528,-0.018015584,0.035377882,-0.0015370747,0.01930285
0.068836145,0.068836145,0.049487256,0.009923685,0.011547416,-0.031022727,-0.071778476,-0.039843123
0.068836145,0.068836145,0.06349902,0.025548866,-0.018943926,0.008408721,0.06299016,0.00606718
0.068836145,0.068836145,0.045396212,-0.018746585,0.0082918,-0.06079243,-0.012994389,0.01017002
0.068836145,0.068836145,0.05334308,-0.0075714504,-0.019407883,0.048829913,0.06156896,-0.01416586
0.068836145,0.068836145,0.053460088,0.0040938035,0.024853893,-0.032994054,-0.07371758,-0.019999584
0.068836145,0.068836145,0.05258561,-0.01552741,-0.025612652,0.03905689,0.010996108,0.0058245105
0.068836145,0.068836145,0.05803646,-0.0016653298,0.0155950105,0.005881962,-0.058872156,-0.0017870399
0.068836145,0.068836145,0.043625847,-0.02065423,-0.011988374,-0.0019569893,0.03869204,0.003802185
0.068836145,0.068836145,0.05692087,0.0062512252,-0.0018599129,-0.08168199,-0.025757413,-0.05245938
0.068836145,0.068836145,0.05184052,-0.020108532,-0.029072605,-0.006333096,0.08794177,-0.0015998068
0.068836145,0.068836145,0.042249255,-0.016580518,0.0064198687,-0.03143065,0.011387069,-0.052383743
0.068836145,0.068836145,0.058649555,-7.39379e-05,-0.03321421,0.0369371,0.047975235,0.023728253
0.068836145,0.068836145,0.04802167,0.012430062,0.005180017,-0.031581134,-0.03126473,-0.041175567
0.068836145,0.068836145,0.04447935,-0.023972545,-0.017005168,0.053180628,-0.022435416,0.037030444
0.068836145,0.068836145,0.03633882,-0.0034011852,0.0010562589,0.006095552,-0.039040588,-0.018560374
0.068836145,0.068836145,0.042218905,-0.020831669,-0.02340055,-0.025137989,0.021632556,0.054225218
0.068836145,0.068836145,0.044452112,-0.0059822407,-0.00997187,-0.08406566,-0.018219044,-0.08664176
0.068836145,0.068836145,0.052634187,-0.019730318,-0.021537418,-0.019564532,0.0065880097,0.010839535
0.068836145,0.068836145,0.06307922,0.0029143395,-0.0012638851,-0.01570286,-0.0017764387,-0.05601017
0.068836145,0.068836145,0.048373904,-0.005820436,-0.033941194,0.03307277,0.00092726696,0.04306148
0.068836145,0.068836145,0.038990922,0.014879763,0.021168586,-0.035788853,0.0067569264,-0.06905982
0.068836145,0.068836145,0.06362123,-0.0073222946,-0.01058808,0.010035884,-0.058985505,0.024464898
0.068836145,0.068836145,0.045308158,-0.029623458,-0.0038334313,-0.011171824,0.018531047,0.0010841406
0.068836145,0.068836145,0.054904316,0.0035340365,-0.014840512,-0.007989355,-0.068758756,0.06077665
0.068836145,0.068836145,0.045685872,-0.0018689148,0.0017462628,-0.06373391,0.019570343,-0.07191686
0.068836145,0.068836145,0.04368189,0.020787787,-0.00015753994,0.01795643,-0.03725154,0.030914657
0.068836145,0.068836145,0.050185166,0.001830647,0.0027723487,-0.0033708299,0.03137096,-0.031881
0.068836145,0.068836145,0.051338546,0.022660416,-0.02563951,0.036152158,4.503959e-05,0.040359266
0.068836145,0.068836145,0.04857053,-0.008987974,0.022351444,-0.072688915,0.042403616,-0.021487257
0.068836145,0.068836145,0.04886748,-0.00012491975,-0.016575806,0.016169267,-0.07823593,-0.0040443037
0.068836145,0.068836145,0.036379933,-0.035112124,-0.009230322,-0.048794262,0.007532388,-0.022843607
